-0.034,0.363,2.151,0.000
-1.317,0.708,1.552,0.000
0.164,-1.035,-1.017,0.000
1.099,-0.515,-0.568,0.000
-0.273,0.224,6.738,0.000
-0.038,-0.349,2.785,0.000
-0.645,2.255,2.491,0.000
-2.550,1.141,4.938,0.000
-0.288,0.081,2.798,0.000
-0.260,1.976,0.338,0.000
0.638,0.796,2.394,0.000
0.633,-0.877,1.049,0.000
0.348,0.404,-0.187,0.000
-0.599,-0.414,4.688,0.000
-0.276,-1.575,1.091,0.000
1.775,0.109,0.518,0.000
-2.118,1.777,-1.247,0.000
2.362,-1.149,-3.883,0.000
0.789,0.477,-4.865,0.000
0.271,-0.019,1.335,0.000
0.218,1.367,0.927,0.000
0.657,0.040,8.451,0.000
0.154,0.812,-0.743,0.000
0.733,-0.283,1.162,0.000
-0.088,-0.323,-5.130,0.000
-1.237,-1.724,-2.899,0.000
-0.105,-0.011,-0.154,0.000
1.404,0.144,-6.743,0.000
0.649,-0.343,-1.059,0.000
0.501,2.248,5.333,0.000
-0.706,0.056,-0.278,0.000
0.897,1.970,-2.131,0.000
-0.523,0.325,-3.804,0.000
0.868,-0.194,3.900,0.000
-1.796,-0.943,-1.538,0.000
1.708,-0.449,-0.500,0.000
0.670,-1.041,-4.407,0.000
-0.851,-0.109,3.324,0.000
0.461,-0.929,-0.568,0.000
-0.100,1.207,0.154,0.000
0.336,1.258,1.183,0.000
-0.058,0.738,-1.555,0.000
0.549,-0.090,-0.719,0.000
-1.316,-0.940,3.890,0.000
-0.396,0.420,3.954,0.000
-1.070,1.809,-2.110,0.000
0.727,-0.935,-1.796,0.000
1.449,-0.647,2.001,0.000
1.009,0.695,4.112,0.000
0.694,-0.579,-0.108,0.000
-0.580,0.716,-2.121,0.000
0.798,1.444,3.096,0.000
1.109,0.317,-0.029,0.000
1.190,-0.182,-1.586,0.000
0.433,-2.160,3.177,0.000
1.089,1.875,2.654,0.000
-0.811,-0.080,1.081,0.000
-0.989,0.791,2.726,0.000
0.151,-1.218,-2.235,0.000
0.572,-0.757,-2.424,0.000
-1.380,0.140,-1.847,0.000
1.793,-0.062,-3.459,0.000
0.571,-0.630,6.518,0.000
-0.649,1.850,-3.977,0.000
-0.364,0.824,-4.988,0.000
0.987,0.711,6.505,0.000
-0.596,-0.737,-0.082,0.000
-1.340,1.156,8.801,0.000
1.115,-1.610,-4.925,0.000
1.077,-0.336,2.301,0.000
0.873,1.585,3.473,0.000
-0.076,-1.076,3.284,0.000
1.985,-0.334,-2.959,0.000
-0.949,0.960,-3.319,0.000
0.522,-1.113,1.282,0.000
-0.032,-0.823,8.367,0.000
-1.706,0.496,-1.793,0.000
1.322,1.401,1.376,0.000
0.503,1.015,-2.248,0.000
-0.132,0.420,1.081,0.000
-0.695,1.689,4.033,0.000
-0.123,-1.487,4.791,0.000
0.638,-1.113,0.618,0.000
0.580,3.089,-1.044,0.000
0.468,-0.747,0.173,0.000
0.258,-1.545,-0.271,0.000
-0.929,-0.082,3.245,0.000
0.524,2.080,1.598,0.000
-0.436,0.830,-1.870,0.000
-1.019,-0.724,-0.408,0.000
1.642,-0.631,0.811,0.000
-0.629,0.231,2.320,0.000
0.654,0.800,-2.911,0.000
-0.096,-0.547,-0.719,0.000
0.126,-1.100,-0.600,0.000
-0.315,-0.885,-2.452,0.000
-0.800,1.683,4.062,0.000
0.731,0.355,-4.088,0.000
0.618,0.542,1.011,0.000
-1.502,-0.530,3.506,0.000
0.979,-0.027,3.077,0.000
0.403,-0.244,-2.571,0.000
-0.680,-0.653,6.250,0.000
0.072,0.383,5.282,0.000
-0.131,-0.363,-0.467,0.000
0.007,-0.084,8.533,0.000
-0.510,1.575,0.398,0.000
-0.217,-0.373,-6.240,0.000
1.127,0.125,-3.137,0.000
-0.320,0.296,-0.768,0.000
-0.987,-0.632,4.301,0.000
-0.783,-0.606,-0.395,0.000
-0.006,0.177,1.694,0.000
-0.082,-0.233,-0.740,0.000
-0.734,0.461,1.790,0.000
2.517,0.644,-3.631,0.000
-0.004,1.593,-7.341,0.000
-1.001,0.717,0.437,0.000
-0.701,-0.845,3.471,0.000
0.564,-0.779,-1.028,0.000
-0.381,0.366,-0.380,0.000
-0.962,0.590,-6.429,0.000
1.377,1.367,-4.364,0.000
0.764,-0.521,1.555,0.000
-0.736,0.959,1.180,0.000
-1.353,1.329,-6.867,0.000
0.705,-1.675,2.202,0.000
1.050,-0.462,0.310,0.000
1.131,-0.473,-4.992,0.000
-0.617,0.496,6.569,0.000
-0.756,-1.166,-2.436,0.000
0.481,0.588,-0.384,0.000
0.252,-0.716,0.156,0.000
0.818,-1.476,-0.370,0.000
0.944,0.160,-0.666,0.000
0.039,0.451,-1.563,0.000
-0.720,-0.390,1.385,0.000
-0.325,1.000,-1.263,0.000
-0.273,0.227,1.622,0.000
0.597,0.224,-3.364,0.000
-1.286,-1.369,0.744,0.000
0.475,-2.612,4.821,0.000
0.100,-0.312,-0.886,0.000
-0.069,1.781,1.416,0.000
0.500,-0.721,8.037,0.000
0.820,-1.300,0.698,0.000
-0.554,0.941,-2.293,0.000
0.257,0.326,2.852,0.000
0.770,1.748,2.258,0.000
1.169,-1.430,5.947,0.000
0.542,0.706,-0.711,0.000
0.094,0.640,-0.508,0.000
1.124,-0.798,1.265,0.000
-0.350,-0.847,-1.518,0.000
-0.115,1.046,1.664,0.000
-1.001,0.927,-4.130,0.000
0.622,1.000,3.715,0.000
-0.201,-1.089,0.806,0.000
-0.995,0.909,1.869,0.000
-1.087,-1.322,-1.405,0.000
-0.365,-2.302,1.126,0.000
0.740,-0.580,5.815,0.000
-0.663,0.017,0.281,0.000
2.269,-1.413,-0.524,0.000
0.609,0.146,4.135,0.000
0.263,0.795,2.143,0.000
-0.566,-0.771,-3.636,0.000
-0.507,0.114,1.888,0.000
-0.711,-0.962,-0.568,0.000
-0.963,-0.988,0.460,0.000
-0.877,-0.109,2.697,0.000
0.326,-0.005,2.108,0.000
-1.165,0.865,-0.799,0.000
-0.402,0.230,-2.727,0.000
-1.249,1.627,0.012,0.000
-0.616,0.492,0.709,0.000
-0.552,2.094,1.894,0.000
-1.294,0.616,-2.955,0.000
0.132,-0.946,-0.345,0.000
-0.030,0.483,-0.208,0.000
0.094,-0.560,-0.755,0.000
1.678,-1.319,3.038,0.000
-0.788,0.439,-1.026,0.000
-1.409,0.759,-2.478,0.000
-0.537,0.298,0.647,0.000
-0.129,-0.673,-0.821,0.000
1.677,-1.290,0.005,0.000
0.123,0.156,-6.074,0.000
-0.384,0.872,0.138,0.000
-0.127,-2.037,1.373,0.000
1.095,-0.410,-5.555,0.000
1.329,0.961,-3.394,0.000
-1.795,1.238,-0.485,0.000
-0.127,0.482,2.811,0.000
1.129,0.912,-1.506,0.000
-1.437,0.525,2.625,0.000
-0.935,-0.229,-0.729,0.000
0.971,-0.009,-0.269,0.000
-0.488,1.511,-4.373,0.000
-0.781,1.198,1.001,0.000
1.662,0.551,-1.983,0.000
-0.289,-1.978,2.378,0.000
0.968,-2.982,4.552,0.000
-1.194,2.363,2.380,0.000
-1.118,1.221,1.131,0.000
0.305,-0.040,-1.830,0.000
0.034,-0.661,-4.656,0.000
-0.468,-0.930,4.998,0.000
-1.457,0.828,-0.070,0.000
2.343,-0.985,1.749,0.000
0.491,-0.053,4.466,0.000
-0.530,-0.746,1.507,0.000
0.501,-0.751,0.516,0.000
0.385,-0.296,-0.004,0.000
-1.665,1.588,-0.051,0.000
-0.181,-1.179,5.051,0.000
-0.234,-0.007,-2.262,0.000
-0.885,0.511,-6.235,0.000
2.315,-0.044,-0.249,0.000
1.862,-0.988,4.457,0.000
-0.419,0.021,-2.328,0.000
-0.306,-0.054,0.241,0.000
-0.026,-0.811,0.558,0.000
0.001,-1.157,4.988,0.000
0.663,0.837,-1.136,0.000
-0.835,0.522,0.930,0.000
-0.190,-0.254,-2.976,0.000
-0.020,-0.214,2.669,0.000
1.475,-0.439,-8.631,0.000
1.104,1.280,4.535,0.000
1.310,-0.539,2.315,0.000
0.385,-0.832,0.416,0.000
0.019,0.277,6.023,0.000
-0.328,-0.405,-2.283,0.000
0.056,-0.895,2.434,0.000
0.500,0.342,1.371,0.000
0.686,0.157,-0.953,0.000
0.542,1.615,1.371,0.000
-1.236,-0.140,2.758,0.000
-0.611,1.012,1.382,0.000
-0.264,-0.450,1.856,0.000
-0.564,-0.379,0.769,0.000
0.121,-0.138,0.840,0.000
-0.385,0.118,-2.092,0.000
0.336,-1.250,1.376,0.000
-0.426,-0.610,-0.031,0.000
1.187,0.545,-2.046,0.000
0.176,-1.823,0.380,0.000
0.351,-1.171,-0.090,0.000
-1.743,-1.918,-2.311,0.000
-1.750,-0.082,-1.827,0.000
0.105,-0.799,0.079,0.000
-1.487,2.650,-0.950,0.000
-2.386,-0.749,-1.889,0.000
0.545,-0.599,5.406,0.000
1.595,-0.196,-4.126,0.000
-0.950,-2.001,-5.736,0.000
-0.494,0.542,-0.006,0.000
-0.224,-1.171,0.257,0.000
-0.588,-2.381,-4.279,0.000
-1.444,-0.015,-1.217,0.000
0.117,-0.553,1.695,0.000
