-3.295,0.614,-2.989,-2.139
-3.559,0.802,-0.680,-0.411
-3.327,0.526,4.240,0.481
-4.006,1.737,4.288,1.025
-2.196,-0.099,2.536,1.239
-4.234,1.645,-2.024,0.798
-3.387,-0.287,-1.441,0.194
-1.785,1.988,6.525,-1.315
-2.512,1.298,-2.366,2.767
-3.609,2.023,-0.429,1.554
-1.881,1.131,-2.132,0.428
-2.171,1.094,-0.978,0.482
-2.778,0.211,5.032,1.085
-2.444,0.902,0.025,-1.535
-2.497,0.431,3.371,0.060
-2.862,0.631,-1.730,-2.132
-3.730,-0.123,0.432,-0.269
-3.173,-0.016,0.227,-2.304
-3.604,1.521,2.664,-1.338
-3.457,1.785,1.342,0.805
-2.687,0.363,5.116,0.393
-2.807,0.986,-1.780,1.140
-3.277,0.331,-0.247,-0.162
-3.378,1.714,4.486,-1.916
-3.734,1.074,2.602,0.556
-2.040,0.116,4.188,0.176
-3.195,-0.406,3.670,0.612
-3.479,1.513,-0.899,1.722
-0.973,-0.161,0.738,-0.164
-3.653,-0.055,4.955,-0.734
-3.711,-1.371,3.270,1.461
-2.536,0.527,-0.487,-1.038
-3.592,0.164,0.392,-0.352
-3.696,-0.423,0.464,1.900
-1.722,-0.757,0.003,-2.082
-2.700,2.067,3.140,1.120
-2.913,1.909,-2.401,-1.038
-4.410,0.137,-2.062,-0.270
-3.904,2.847,-5.268,0.394
-3.092,0.640,-1.665,-0.190
-3.198,0.069,-4.899,0.322
-3.914,1.808,4.272,-0.762
-4.053,4.291,-2.666,-0.487
-3.573,-0.492,4.247,0.323
-2.162,0.954,0.604,1.636
-3.602,0.306,-7.480,0.943
-3.257,0.572,-1.545,-1.014
-1.716,1.329,0.528,-0.615
-2.357,-1.815,4.013,0.179
-3.546,1.339,0.469,-0.461
-3.692,1.739,-3.559,-0.331
-1.458,-0.097,-3.229,0.315
-3.370,0.160,-0.285,1.173
-3.813,2.709,4.893,-0.355
-2.626,2.904,-4.527,1.000
-2.576,3.536,-2.757,0.135
-4.150,-0.399,-0.654,-1.343
-1.849,0.189,-1.096,0.610
-2.539,-0.507,-2.133,-0.352
-4.184,1.700,1.141,-0.550
-4.434,0.345,-0.763,-0.839
-3.730,1.911,2.838,0.750
-1.349,1.544,-3.732,0.350
-4.798,1.214,-3.195,-0.281
-2.768,1.864,0.749,0.922
-4.199,-0.330,-0.831,-0.708
-3.209,0.718,0.877,-0.696
-2.180,2.490,2.382,0.061
-3.491,1.398,-4.147,0.618
-2.491,0.932,-1.883,0.799
-3.205,1.681,1.000,-1.308
-3.176,0.222,-1.102,-2.711
-3.543,-1.649,5.020,-0.920
-2.787,0.887,-1.405,0.049
-3.564,2.307,0.881,1.026
-2.695,0.770,3.753,-0.084
-2.391,0.484,-1.472,1.292
-4.251,0.268,-0.541,-0.508
-4.587,-1.538,0.900,0.612
-3.437,-0.023,-0.605,0.062
-3.306,-1.123,4.796,-1.089
-4.010,0.338,-0.653,0.191
-3.157,0.051,1.548,0.320
-1.905,2.389,-0.363,-0.109
-1.709,0.787,3.347,-0.028
-1.966,2.085,-3.049,1.446
-2.702,0.097,-3.161,-2.353
-3.834,0.796,-1.851,0.386
-2.207,0.298,-1.530,0.453
-2.399,1.217,1.506,2.127
-3.057,0.346,1.325,-0.842
-1.565,0.301,-1.401,-0.972
-3.718,0.041,3.837,-0.379
-0.441,0.464,0.541,-1.976
-3.560,1.171,1.429,-0.149
-1.931,0.344,-1.032,1.748
-1.307,1.216,1.500,-0.302
-2.899,1.223,0.977,-1.467
-3.172,-0.105,-4.592,1.022
-1.969,0.093,1.699,-0.247
-3.546,1.641,4.084,0.785
-3.651,2.229,0.458,2.043
-2.656,0.165,-1.157,-0.622
-2.276,1.571,1.781,-0.210
-2.197,0.632,-3.997,-0.492
-2.484,1.693,-1.317,0.136
-3.099,0.164,2.718,0.922
-3.264,1.433,0.692,0.421
-4.029,0.628,-1.821,-0.484
-4.580,0.251,2.081,-0.855
-2.593,0.907,-1.526,0.120
-2.537,0.935,1.218,-0.511
-2.979,1.902,0.406,0.521
-4.312,0.399,3.219,0.952
-2.494,-0.193,-4.504,-0.988
-3.444,0.502,1.665,-0.513
-2.576,-0.525,0.199,0.403
-5.240,-0.639,4.028,0.231
-1.876,1.064,0.657,-1.255
-2.488,-0.614,-4.468,0.677
-3.594,2.156,-0.629,1.741
-2.247,0.352,-1.263,-1.119
-4.596,0.117,-4.783,1.017
-2.385,1.101,1.478,0.768
-1.236,1.963,-1.056,0.304
-4.451,-0.169,-0.153,1.885
-3.659,1.227,3.272,1.031
-3.832,1.513,5.728,-0.623
-3.456,2.697,3.410,-0.930
-2.665,1.286,3.132,0.092
-3.039,0.665,0.601,2.243
-3.064,1.759,2.157,0.084
-3.425,-0.430,-0.721,-0.353
-1.372,0.988,1.379,0.548
-2.615,1.622,-1.951,-0.215
-3.319,0.926,-0.761,0.127
-3.514,0.126,0.809,0.311
-3.936,0.955,1.714,1.036
-1.656,0.817,-3.945,-1.126
-3.797,1.778,-2.882,1.822
-0.690,1.217,-0.801,-2.041
-3.474,1.694,-2.630,0.585
-2.455,1.469,-2.796,0.836
-3.042,0.675,-0.917,0.172
-3.096,1.174,-3.089,0.450
-2.864,-0.175,-1.801,-0.667
-1.814,-1.378,-1.013,-0.483
-2.799,1.695,-0.584,0.905
-2.118,1.310,1.383,-0.174
-3.782,-1.159,-0.452,1.934
-4.136,-1.447,-2.623,0.155
-2.717,-1.239,2.348,-0.598
-2.620,1.381,-1.628,-0.760
-3.462,0.028,1.010,-0.289
-3.869,0.815,4.694,1.414
-2.248,0.664,-5.022,0.312
-4.923,1.787,3.205,-0.400
-2.174,-1.225,3.097,0.000
-2.731,1.458,-6.442,-0.761
-2.956,0.578,1.203,-0.558
-2.967,0.236,2.157,-1.534
-2.291,0.474,-0.005,-1.617
-2.452,1.517,0.487,-0.881
-4.148,1.043,-1.140,0.843
-1.602,-0.569,0.461,1.678
-2.720,3.009,2.911,0.266
-2.321,1.232,6.702,-0.689
-4.070,2.882,-3.916,0.434
-3.233,0.431,7.763,0.449
-3.369,1.852,-4.031,0.219
-2.619,0.828,0.044,2.070
-2.527,1.931,4.023,-1.955
-4.135,0.806,-0.881,1.180
-2.228,0.217,-2.290,1.470
-2.683,1.231,-0.002,1.358
-2.232,1.193,1.323,0.452
-2.391,1.917,1.670,0.044
-2.034,-0.208,0.784,-0.080
-2.741,-0.630,-2.548,0.477
-1.995,1.070,0.167,0.055
-2.515,1.731,8.205,0.814
-4.022,1.306,-0.962,0.115
-1.318,-0.346,-1.557,0.992
-4.589,2.805,4.808,0.797
-1.778,0.828,-0.897,-0.907
-2.050,0.644,-3.303,-0.472
-1.600,1.743,-1.122,-0.268
-2.150,-0.290,-0.958,-1.334
-3.449,0.616,1.116,-0.543
-3.031,-0.417,-4.369,0.244
-3.203,1.206,2.876,-0.231
-2.232,1.478,-0.789,-0.710
-3.822,0.559,-5.508,0.790
-1.911,0.071,-7.448,1.230
-2.812,-1.285,-2.848,-1.299
-1.856,1.823,2.338,-0.137
-2.536,2.817,1.867,-0.451
-1.659,2.396,-1.774,-0.101
-2.613,0.403,-0.070,0.358
-3.358,1.652,-3.307,0.958
-2.575,-0.350,2.735,1.053
-5.503,1.230,-0.931,0.278
-2.661,0.244,-4.143,-0.115
-1.884,2.182,4.321,1.046
-3.442,0.064,-1.038,0.026
-1.595,-0.228,-0.396,1.786
-1.200,1.447,0.036,-1.270
-2.678,1.276,-0.939,1.172
-2.940,2.268,-3.312,-1.078
-1.877,1.560,-1.081,-0.724
-3.433,0.658,-4.189,-0.205
-3.429,0.952,-3.557,-0.410
-3.646,1.071,3.166,-1.383
-3.667,2.541,0.652,0.382
-1.990,-0.379,-1.751,-1.023
-1.959,-0.361,3.134,-0.404
-3.087,2.071,1.927,0.019
-3.712,1.023,-4.232,0.089
-4.623,1.265,-2.410,0.665
-3.270,1.585,-0.638,0.372
-1.806,2.803,-0.566,1.868
-3.833,2.161,1.611,1.193
-4.242,1.038,-2.116,-0.593
-4.812,-0.305,3.762,0.173
-0.932,1.779,0.045,0.130
-2.289,2.724,-0.525,0.016
-3.464,2.548,-3.010,-1.194
-3.349,1.646,0.041,-0.436
