1.317,1.808,2.717
0.623,3.805,-4.328
-0.026,-4.447,11.742
-0.678,-1.280,-3.178
-0.148,-0.275,-7.712
1.441,4.111,-0.243
0.893,4.501,0.985
1.517,-0.668,-0.341
-2.616,5.314,-15.991
-1.244,-3.388,-19.422
2.315,-6.386,27.601
-0.197,-4.000,-2.425
0.811,3.264,-13.107
-0.313,-3.982,16.085
0.574,-1.702,-2.352
0.695,-1.149,9.631
0.381,-3.184,13.832
0.928,-3.129,-7.815
0.946,2.273,-6.606
-2.023,-2.224,-0.920
-1.917,2.183,13.325
-0.568,-5.550,5.857
0.037,-1.591,8.973
0.171,4.009,3.718
-0.872,-0.336,9.313
0.729,0.531,-15.065
-0.046,-0.239,2.816
1.219,-1.293,7.603
1.568,-0.168,10.893
0.116,1.466,-5.476
0.161,-1.395,21.390
0.997,1.878,-3.657
-0.427,0.012,-10.361
-0.203,-3.433,-0.038
0.006,0.041,14.156
-0.162,-6.434,-2.254
0.354,1.546,-29.749
0.005,-2.581,20.825
2.638,3.935,7.082
0.184,-0.082,-8.769
0.049,-0.872,8.310
0.495,3.478,-15.160
-1.237,-3.507,12.784
-0.391,1.865,-8.774
0.453,-1.021,-0.215
0.711,-4.738,-1.523
-0.198,3.312,4.689
-0.294,-4.203,-10.256
0.484,3.653,-9.655
-0.260,6.029,12.106
-1.028,1.807,13.038
0.479,-0.955,2.744
0.324,-3.154,8.102
0.315,-3.408,-4.425
0.803,-3.493,0.926
-0.675,-4.463,1.608
0.216,-0.586,-1.121
-0.607,0.687,-3.939
-0.152,5.064,-8.105
-0.371,5.246,-8.260
-0.559,-1.186,-8.510
-1.108,-1.787,5.134
0.952,-1.626,0.215
2.428,-0.093,10.651
0.340,2.717,2.863
-1.326,-1.378,-9.642
-0.834,-1.439,-4.113
0.209,1.131,-12.546
0.062,0.662,-3.821
-1.509,0.539,19.474
-1.126,4.096,-14.986
0.984,0.392,-19.791
-0.292,-1.707,-4.170
-0.309,-1.129,-2.534
1.063,3.480,2.909
0.821,3.708,-8.424
-1.013,0.628,7.814
-2.188,-0.013,7.708
-0.037,1.265,-4.213
0.675,2.432,-11.299
-0.703,0.666,-14.203
-1.093,0.657,10.387
-0.156,0.037,-26.328
-1.833,-0.411,-0.773
-1.883,1.882,15.939
-0.432,-0.711,-12.749
-0.762,0.052,-4.385
-0.795,-4.360,3.655
-1.251,-2.881,-17.735
-2.107,3.881,4.699
0.105,-1.542,6.200
-0.353,0.465,-12.718
-0.804,-2.649,6.070
-1.671,-2.796,-1.495
-0.642,7.476,-3.055
0.660,-3.115,-9.850
-0.926,-0.897,-4.663
-0.467,-2.745,9.115
-0.543,-1.382,1.103
2.832,-5.472,6.496
-0.031,-0.377,1.032
1.254,2.229,-12.026
-0.455,2.276,1.580
-1.725,-3.621,12.086
-0.417,-1.598,-24.873
0.503,-1.209,-1.985
0.995,-3.568,-1.614
-0.643,2.165,21.423
-0.429,-2.349,-0.141
-2.088,4.957,-1.537
-0.085,-2.325,-4.941
0.149,-0.355,0.059
-0.319,2.493,-12.753
1.122,1.183,11.705
-1.126,2.941,9.696
-0.046,4.279,2.262
0.025,3.143,6.727
0.070,1.455,4.413
-0.599,-2.283,3.500
1.632,-1.658,6.975
1.989,2.449,8.863
-1.443,2.286,-2.054
0.171,-1.466,7.191
-0.979,2.067,-6.907
1.210,-8.244,-2.954
0.548,-2.289,10.249
-0.415,-1.748,3.314
0.929,2.297,11.821
-0.350,3.211,-18.339
-1.661,-0.558,13.085
0.780,-2.201,-13.567
-0.069,-2.003,1.264
1.448,4.249,4.418
0.299,0.840,0.833
0.462,4.198,14.140
0.902,-2.022,0.417
-0.319,3.237,3.625
0.097,-0.510,-6.211
0.498,6.211,2.148
1.315,-0.815,-10.328
-1.313,2.076,-5.264
-1.248,-3.402,4.386
1.490,-1.387,17.406
-0.663,-5.487,-3.614
0.406,2.516,-16.274
-1.045,-0.373,-6.057
-1.479,-3.529,-3.346
-0.069,-2.485,12.357
1.019,-5.679,3.189
0.222,-2.564,-2.934
0.456,0.789,9.500
0.645,-2.184,10.692
1.054,-4.988,-9.338
-0.352,2.837,-20.152
-0.719,-1.703,11.923
0.772,0.017,3.250
0.394,-0.040,-1.706
2.298,-0.581,-3.130
0.824,3.423,-1.504
0.163,1.674,-12.645
1.160,-0.258,-4.771
-0.845,-0.308,17.553
0.007,-3.418,-13.142
-0.399,-6.001,9.014
-1.099,-2.358,-2.710
-0.125,0.841,-1.262
-0.032,-2.641,-4.116
-0.478,-2.222,7.644
0.310,-0.339,7.336
-1.088,0.842,-2.596
-1.097,5.950,-9.446
0.902,-0.823,-2.724
-0.875,4.428,-9.636
1.363,2.433,-11.395
-1.601,0.822,-1.403
-0.288,-1.588,1.999
-0.818,1.461,-6.029
0.242,1.002,-5.029
-0.405,1.696,-1.800
-0.462,-4.244,-10.244
1.734,6.074,-2.240
-0.305,3.767,-5.525
-2.017,-4.061,-2.196
0.060,-3.738,1.214
1.205,-4.193,22.411
-0.901,-2.595,-1.038
0.278,2.942,2.861
-0.190,-0.425,2.006
0.526,5.429,0.450
-0.079,4.658,-1.827
0.685,0.851,4.058
0.125,-2.692,-6.091
2.012,5.436,1.732
1.835,-1.955,-9.051
-0.252,-2.700,-3.515
-0.497,-2.982,4.336
-0.682,3.679,-13.637
-1.555,6.967,14.804
-0.156,-6.769,10.926
0.339,-4.240,-6.002
-0.960,-4.258,-8.602
0.150,-4.232,-4.744
-2.284,5.473,2.354
-0.810,1.403,-6.783
1.253,-1.677,-13.921
1.093,-2.211,-0.811
-0.651,-2.483,9.420
0.170,3.790,10.083
-1.389,-5.565,6.539
0.091,-0.702,-10.794
0.098,0.145,20.258
0.441,0.407,3.491
0.828,-0.320,2.771
-0.757,4.250,-12.682
-0.615,4.034,4.639
0.404,2.644,2.132
